timestamp,run_id,concurrency,gpu_util_percent,gpu_memory_used_mb,gpu_memory_total_mb,gpu_power_watts,gpu_temperature,cpu_util_percent,memory_used_mb,memory_total_mb,network_rx_mb_s,network_tx_mb_s,disk_read_mb_s,disk_write_mb_s
2025-12-08T18:17:30.136338,vllm_c8_run1,8,0,42170,46068,75.08,37,8.8,4871,31779,0.02,0.02,0.29,0.0
2025-12-08T18:17:31.140231,vllm_c8_run1,8,0,42170,46068,75.17,37,2.6,4871,31779,0.05,0.05,0.0,0.05
2025-12-08T18:17:32.144140,vllm_c8_run1,8,0,42170,46068,75.21,37,3.0,4871,31779,0.05,0.05,0.0,0.06
2025-12-08T18:17:33.147357,vllm_c8_run1,8,0,42170,46068,75.21,37,3.0,4871,31779,0.02,0.02,0.12,0.08
2025-12-08T18:17:34.150537,vllm_c8_run1,8,0,42170,46068,75.15,37,7.2,4855,31779,0.02,0.02,0.0,0.0
2025-12-08T18:17:35.154517,vllm_c8_run1,8,0,42170,46068,75.05,37,3.5,4853,31779,0.02,0.02,0.0,0.06
2025-12-08T18:17:36.158500,vllm_c8_run1,8,0,42170,46068,75.02,37,2.6,4853,31779,0.02,0.02,0.0,0.0
2025-12-08T18:17:37.161679,vllm_c8_run1,8,0,42170,46068,75.12,37,2.9,4853,31779,0.04,0.04,0.0,0.17
2025-12-08T18:17:38.165425,vllm_c8_run1,8,0,42170,46068,75.21,37,2.9,4861,31779,0.01,0.01,0.0,0.04
2025-12-08T18:17:39.169243,vllm_c8_run1,8,0,42170,46068,75.21,37,3.4,4861,31779,0.03,0.03,0.0,0.06
2025-12-08T18:17:40.172411,vllm_c8_run1,8,0,42170,46068,75.21,37,2.5,4860,31779,0.01,0.01,0.0,0.03
2025-12-08T18:17:41.175816,vllm_c8_run1,8,0,42170,46068,75.17,37,2.8,4860,31779,0.02,0.02,0.0,0.08
2025-12-08T18:17:42.179163,vllm_c8_run1,8,0,42170,46068,75.08,37,3.6,4860,31779,0.02,0.02,0.0,0.06
2025-12-08T18:17:43.182468,vllm_c8_run1,8,0,42170,46068,75.03,37,2.6,4860,31779,0.02,0.02,0.0,0.05
2025-12-08T18:17:44.185872,vllm_c8_run1,8,0,42170,46068,75.15,37,7.7,4881,31779,0.02,0.02,0.0,0.0
2025-12-08T18:17:45.189333,vllm_c8_run1,8,0,42170,46068,75.3,37,3.3,4880,31779,0.02,0.02,0.0,0.06
2025-12-08T18:17:46.192928,vllm_c8_run1,8,0,42170,46068,75.31,37,2.6,4879,31779,0.02,0.02,0.0,0.0
2025-12-08T18:17:47.195902,vllm_c8_run1,8,0,42170,46068,75.26,37,2.6,4878,31779,0.03,0.03,0.0,0.13
2025-12-08T18:17:48.199331,vllm_c8_run1,8,0,42170,46068,75.12,37,3.5,4878,31779,0.02,0.02,0.0,0.08
2025-12-08T18:17:49.202781,vllm_c8_run1,8,0,42170,46068,75.02,37,3.8,4877,31779,0.02,0.02,0.0,0.09
2025-12-08T18:17:50.206876,vllm_c8_run1,8,0,42170,46068,75.07,37,2.9,4878,31779,0.01,0.01,0.0,0.0
2025-12-08T18:17:51.210194,vllm_c8_run1,8,0,42170,46068,75.21,37,3.4,4878,31779,0.02,0.02,0.0,0.09
2025-12-08T18:17:52.213531,vllm_c8_run1,8,0,42170,46068,75.31,37,3.3,4877,31779,0.02,0.02,0.0,0.06
2025-12-08T18:17:53.217113,vllm_c8_run1,8,0,42170,46068,75.26,37,2.6,4877,31779,0.02,0.02,0.0,0.05
2025-12-08T18:17:54.221242,vllm_c8_run1,8,0,42170,46068,75.15,37,7.1,4875,31779,0.01,0.01,0.0,0.0
2025-12-08T18:17:55.224923,vllm_c8_run1,8,0,42170,46068,75.1,37,3.1,4875,31779,0.02,0.02,0.0,0.13
2025-12-08T18:17:56.228554,vllm_c8_run1,8,0,42170,46068,75.17,37,2.8,4874,31779,0.02,0.02,0.0,0.0
2025-12-08T18:17:57.231832,vllm_c8_run1,8,0,42170,46068,75.12,37,2.8,4874,31779,0.03,0.03,0.0,0.13
