timestamp,run_id,concurrency,gpu_util_percent,gpu_memory_used_mb,gpu_memory_total_mb,gpu_power_watts,gpu_temperature,cpu_util_percent,memory_used_mb,memory_total_mb,network_rx_mb_s,network_tx_mb_s,disk_read_mb_s,disk_write_mb_s
2025-12-08T19:43:30.145192,mistral_vllm_c16_run1,16,0,42218,46068,81.97,52,20.8,5023,31779,0.02,0.04,0.3,0.0
2025-12-08T19:43:31.148916,mistral_vllm_c16_run1,16,0,42218,46068,81.92,52,3.6,5023,31779,0.02,0.02,0.0,0.06
2025-12-08T19:43:32.151289,mistral_vllm_c16_run1,16,0,42218,46068,81.92,52,3.8,5023,31779,0.05,0.05,0.0,0.05
2025-12-08T19:43:33.154752,mistral_vllm_c16_run1,16,0,42218,46068,81.78,52,3.0,5023,31779,0.05,0.05,0.0,0.29
2025-12-08T19:43:34.158604,mistral_vllm_c16_run1,16,0,42218,46068,81.78,52,6.6,5034,31779,0.02,0.02,0.0,0.05
2025-12-08T19:43:35.162335,mistral_vllm_c16_run1,16,0,42218,46068,81.63,52,4.2,5034,31779,0.03,0.03,0.0,0.1
2025-12-08T19:43:36.165865,mistral_vllm_c16_run1,16,0,42218,46068,81.58,52,3.3,5033,31779,0.02,0.02,0.0,0.0
2025-12-08T19:43:37.168606,mistral_vllm_c16_run1,16,0,42218,46068,81.49,51,3.3,5031,31779,0.02,0.02,0.0,0.14
2025-12-08T19:43:38.171774,mistral_vllm_c16_run1,16,0,42218,46068,81.1,51,3.4,5031,31779,0.02,0.02,0.0,0.03
2025-12-08T19:43:39.175519,mistral_vllm_c16_run1,16,0,42218,46068,80.76,51,2.9,5029,31779,0.02,0.02,0.0,0.05
2025-12-08T19:43:40.179344,mistral_vllm_c16_run1,16,0,42218,46068,80.56,51,3.3,5027,31779,0.01,0.01,0.0,0.0
2025-12-08T19:43:41.183149,mistral_vllm_c16_run1,16,0,42218,46068,80.52,51,3.0,5026,31779,0.02,0.02,0.0,0.08
2025-12-08T19:43:42.186622,mistral_vllm_c16_run1,16,0,42218,46068,80.47,51,3.4,5026,31779,0.02,0.02,0.0,0.09
2025-12-08T19:43:43.190361,mistral_vllm_c16_run1,16,0,42218,46068,80.43,51,3.9,5026,31779,0.03,0.03,0.0,0.06
2025-12-08T19:43:44.194194,mistral_vllm_c16_run1,16,0,42218,46068,80.34,50,7.5,5006,31779,0.02,0.02,0.0,0.05
2025-12-08T19:43:45.197921,mistral_vllm_c16_run1,16,0,42218,46068,80.19,50,3.6,5007,31779,0.03,0.03,0.0,0.18
2025-12-08T19:43:46.201336,mistral_vllm_c16_run1,16,0,42218,46068,80.15,50,2.9,5007,31779,0.02,0.02,0.0,0.0
2025-12-08T19:43:47.205215,mistral_vllm_c16_run1,16,0,42218,46068,80.1,50,2.6,5007,31779,0.02,0.02,0.0,0.1
2025-12-08T19:43:48.208230,mistral_vllm_c16_run1,16,0,42218,46068,79.95,50,3.1,5007,31779,0.02,0.02,0.0,0.03
2025-12-08T19:43:49.211533,mistral_vllm_c16_run1,16,0,42218,46068,79.84,50,2.9,5006,31779,0.02,0.02,0.0,0.08
2025-12-08T19:43:50.214868,mistral_vllm_c16_run1,16,0,42218,46068,79.85,50,3.1,5006,31779,0.01,0.01,0.0,0.0
2025-12-08T19:43:51.218411,mistral_vllm_c16_run1,16,0,42218,46068,79.77,49,3.1,5012,31779,0.02,0.02,0.0,0.06
2025-12-08T19:43:52.220646,mistral_vllm_c16_run1,16,97,42218,46068,179.46,56,18.8,5027,31779,0.48,0.28,0.0,0.05
2025-12-08T19:43:53.223773,mistral_vllm_c16_run1,16,97,42218,46068,244.79,58,18.8,5027,31779,0.54,0.29,0.0,0.05
2025-12-08T19:43:54.226847,mistral_vllm_c16_run1,16,97,42218,46068,246.34,59,20.8,5046,31779,0.53,0.28,0.0,0.0
2025-12-08T19:43:55.229977,mistral_vllm_c16_run1,16,96,42218,46068,248.62,59,19.5,5045,31779,0.56,0.31,0.0,0.22
2025-12-08T19:43:56.232951,mistral_vllm_c16_run1,16,96,42218,46068,248.54,60,19.1,5045,31779,0.53,0.28,0.0,0.0
2025-12-08T19:43:57.235557,mistral_vllm_c16_run1,16,96,42218,46068,251.78,60,18.7,5043,31779,0.54,0.29,0.0,0.15
2025-12-08T19:43:58.238868,mistral_vllm_c16_run1,16,97,42218,46068,249.26,61,18.9,5038,31779,0.54,0.29,0.0,0.0
2025-12-08T19:43:59.241683,mistral_vllm_c16_run1,16,97,42218,46068,249.96,61,18.2,5038,31779,0.53,0.28,0.0,0.08
2025-12-08T19:44:00.244327,mistral_vllm_c16_run1,16,97,42218,46068,251.31,61,18.2,5038,31779,0.52,0.27,0.0,0.02
2025-12-08T19:44:01.247785,mistral_vllm_c16_run1,16,97,42218,46068,250.41,61,17.9,5038,31779,0.53,0.28,0.0,0.05
2025-12-08T19:44:02.249935,mistral_vllm_c16_run1,16,96,42218,46068,250.77,62,19.4,5038,31779,0.56,0.31,0.0,0.11
2025-12-08T19:44:03.253329,mistral_vllm_c16_run1,16,97,42218,46068,251.35,62,18.2,5038,31779,0.57,0.32,0.0,0.29
2025-12-08T19:44:04.256760,mistral_vllm_c16_run1,16,97,42218,46068,253.14,62,20.8,5042,31779,0.52,0.27,0.0,0.04
2025-12-08T19:44:05.259993,mistral_vllm_c16_run1,16,97,42218,46068,254.22,63,19.6,5042,31779,0.55,0.3,0.0,0.16
2025-12-08T19:44:06.262770,mistral_vllm_c16_run1,16,97,42218,46068,254.88,63,18.2,5043,31779,0.53,0.28,0.0,0.0
2025-12-08T19:44:07.266180,mistral_vllm_c16_run1,16,96,42218,46068,252.62,63,18.1,5042,31779,0.54,0.29,0.0,0.17
2025-12-08T19:44:08.269364,mistral_vllm_c16_run1,16,97,42218,46068,256.63,63,18.1,5042,31779,0.53,0.27,0.0,0.05
2025-12-08T19:44:09.272545,mistral_vllm_c16_run1,16,97,42218,46068,254.51,64,18.1,5040,31779,0.54,0.29,0.0,0.05
2025-12-08T19:44:10.275591,mistral_vllm_c16_run1,16,97,42218,46068,254.67,64,18.3,5036,31779,0.52,0.27,0.0,0.0
2025-12-08T19:44:11.278057,mistral_vllm_c16_run1,16,97,42218,46068,254.73,64,18.1,5034,31779,0.52,0.28,0.0,0.07
2025-12-08T19:44:12.280304,mistral_vllm_c16_run1,16,97,42218,46068,255.3,64,19.3,5034,31779,0.55,0.29,0.0,0.05
2025-12-08T19:44:13.283626,mistral_vllm_c16_run1,16,97,42218,46068,258.63,64,18.2,5034,31779,0.54,0.29,0.0,0.08
2025-12-08T19:44:14.286965,mistral_vllm_c16_run1,16,96,42218,46068,254.81,65,20.9,5045,31779,0.53,0.28,0.0,0.05
2025-12-08T19:44:15.290446,mistral_vllm_c16_run1,16,97,42218,46068,256.97,65,18.4,5044,31779,0.54,0.29,0.0,0.14
2025-12-08T19:44:16.293468,mistral_vllm_c16_run1,16,97,42218,46068,257.19,65,18.3,5044,31779,0.53,0.27,0.0,0.05
2025-12-08T19:44:17.295667,mistral_vllm_c16_run1,16,96,42218,46068,258.63,65,18.6,5042,31779,0.54,0.29,0.0,0.04
2025-12-08T19:44:18.298662,mistral_vllm_c16_run1,16,97,42218,46068,257.17,65,18.5,5041,31779,0.53,0.28,0.0,0.09
2025-12-08T19:44:19.301831,mistral_vllm_c16_run1,16,97,42218,46068,257.96,66,18.7,5041,31779,0.54,0.29,0.0,0.13
2025-12-08T19:44:20.305169,mistral_vllm_c16_run1,16,97,42218,46068,260.02,66,18.8,5042,31779,0.53,0.28,0.0,0.04
2025-12-08T19:44:21.308491,mistral_vllm_c16_run1,16,96,42218,46068,257.98,66,18.4,5041,31779,0.54,0.28,0.0,0.08
2025-12-08T19:44:22.310110,mistral_vllm_c16_run1,16,96,42218,46068,256.92,66,18.6,5041,31779,0.54,0.28,0.0,0.05
2025-12-08T19:44:23.313369,mistral_vllm_c16_run1,16,97,42218,46068,258.4,66,19.0,5041,31779,0.53,0.29,0.0,0.15
2025-12-08T19:44:24.316692,mistral_vllm_c16_run1,16,97,42218,46068,256.33,66,21.3,5030,31779,0.53,0.28,0.0,0.05
2025-12-08T19:44:25.320053,mistral_vllm_c16_run1,16,97,42218,46068,257.29,66,18.4,5030,31779,0.53,0.29,0.0,0.12
2025-12-08T19:44:26.323386,mistral_vllm_c16_run1,16,97,42218,46068,256.41,66,17.7,5029,31779,0.46,0.24,0.0,0.04
2025-12-08T19:44:27.326754,mistral_vllm_c16_run1,16,97,42218,46068,257.92,67,17.6,5029,31779,0.46,0.24,0.0,0.06
2025-12-08T19:44:28.330066,mistral_vllm_c16_run1,16,97,42218,46068,259.71,67,18.3,5029,31779,0.42,0.22,0.0,0.08
2025-12-08T19:44:29.333308,mistral_vllm_c16_run1,16,97,42218,46068,259.86,67,17.5,5025,31779,0.34,0.19,0.0,0.02
2025-12-08T19:44:30.336536,mistral_vllm_c16_run1,16,97,42218,46068,257.71,67,17.2,5025,31779,0.27,0.14,0.0,0.09
2025-12-08T19:44:31.339243,mistral_vllm_c16_run1,16,96,42218,46068,254.16,67,16.1,5025,31779,0.15,0.09,0.0,0.04
2025-12-08T19:44:32.341170,mistral_vllm_c16_run1,16,97,42218,46068,253.52,67,16.8,5024,31779,0.15,0.1,0.0,0.09
2025-12-08T19:44:33.345248,mistral_vllm_c16_run1,16,97,42218,46068,254.26,67,16.4,5024,31779,0.16,0.11,0.0,0.31
2025-12-08T19:44:34.348337,mistral_vllm_c16_run1,16,97,42218,46068,252.38,67,19.3,5032,31779,0.09,0.05,0.0,0.05
2025-12-08T19:44:35.351324,mistral_vllm_c16_run1,16,97,42218,46068,253.11,67,16.0,5032,31779,0.09,0.06,0.0,0.15
2025-12-08T19:44:36.355477,mistral_vllm_c16_run1,16,0,42218,46068,179.54,62,9.9,5017,31779,0.04,0.03,0.0,0.0
2025-12-08T19:44:37.359286,mistral_vllm_c16_run1,16,0,42218,46068,105.65,60,2.9,5017,31779,0.02,0.02,0.0,0.08
2025-12-08T19:44:38.363009,mistral_vllm_c16_run1,16,0,42218,46068,87.6,59,3.9,5017,31779,0.02,0.02,0.0,0.03
2025-12-08T19:44:39.365638,mistral_vllm_c16_run1,16,0,42218,46068,87.11,58,2.9,5016,31779,0.03,0.03,0.0,0.05
2025-12-08T19:44:40.369342,mistral_vllm_c16_run1,16,0,42218,46068,86.53,58,2.9,5016,31779,0.01,0.01,0.0,0.0
2025-12-08T19:44:41.373222,mistral_vllm_c16_run1,16,0,42218,46068,86.0,57,2.7,5016,31779,0.02,0.02,0.0,0.38
2025-12-08T19:44:42.375833,mistral_vllm_c16_run1,16,0,42218,46068,85.63,57,3.0,5016,31779,0.02,0.02,0.0,0.1
2025-12-08T19:44:43.379194,mistral_vllm_c16_run1,16,0,42218,46068,85.15,56,2.9,5016,31779,0.02,0.02,0.0,0.02
2025-12-08T19:44:44.382400,mistral_vllm_c16_run1,16,0,42218,46068,84.62,56,6.5,5023,31779,0.02,0.02,0.0,0.04
2025-12-08T19:44:45.385125,mistral_vllm_c16_run1,16,0,42218,46068,84.28,56,3.5,5022,31779,0.02,0.03,0.0,0.07
2025-12-08T19:44:46.388380,mistral_vllm_c16_run1,16,0,42218,46068,83.94,55,3.6,5022,31779,0.02,0.02,0.0,0.16
2025-12-08T19:44:47.391635,mistral_vllm_c16_run1,16,0,42218,46068,83.75,55,3.0,5022,31779,0.02,0.02,0.0,0.05
2025-12-08T19:44:48.394976,mistral_vllm_c16_run1,16,0,42218,46068,83.65,55,3.0,5021,31779,0.02,0.02,0.0,0.07
2025-12-08T19:44:49.397402,mistral_vllm_c16_run1,16,0,42218,46068,83.42,54,3.0,5020,31779,0.03,0.03,0.0,0.04
2025-12-08T19:44:50.400639,mistral_vllm_c16_run1,16,0,42218,46068,83.03,54,2.9,5020,31779,0.01,0.01,0.0,0.05
2025-12-08T19:44:51.405085,mistral_vllm_c16_run1,16,0,42218,46068,82.87,54,2.9,5019,31779,0.02,0.02,0.0,0.02
2025-12-08T19:44:52.408020,mistral_vllm_c16_run1,16,0,42218,46068,82.83,53,4.0,5020,31779,0.02,0.02,0.0,0.14
2025-12-08T19:44:53.411836,mistral_vllm_c16_run1,16,0,42218,46068,82.58,53,3.3,5019,31779,0.02,0.02,0.0,0.02
2025-12-08T19:44:54.415680,mistral_vllm_c16_run1,16,0,42218,46068,82.51,53,7.5,5023,31779,0.02,0.02,0.0,0.06
2025-12-08T19:44:55.419441,mistral_vllm_c16_run1,16,0,42218,46068,82.47,53,2.6,5023,31779,0.02,0.02,0.0,0.02
2025-12-08T19:44:56.423253,mistral_vllm_c16_run1,16,0,42218,46068,82.2,53,3.3,5022,31779,0.03,0.03,0.0,0.11
2025-12-08T19:44:57.427234,mistral_vllm_c16_run1,16,0,42218,46068,82.12,52,5.1,5022,31779,0.01,0.01,0.0,0.07
