timestamp,run_id,concurrency,gpu_util_percent,gpu_memory_used_mb,gpu_memory_total_mb,gpu_power_watts,gpu_temperature,cpu_util_percent,memory_used_mb,memory_total_mb,network_rx_mb_s,network_tx_mb_s,disk_read_mb_s,disk_write_mb_s
2025-12-08T18:42:06.540492,vllm_c20_run1,20,0,42172,46068,79.0,45,10.3,5090,31779,0.0,0.01,0.18,0.71
2025-12-08T18:42:07.543762,vllm_c20_run1,20,0,42172,46068,78.8,45,2.9,5090,31779,0.03,0.03,0.0,0.53
2025-12-08T18:42:08.547086,vllm_c20_run1,20,0,42172,46068,78.95,45,3.3,5091,31779,0.02,0.02,0.0,0.01
2025-12-08T18:42:09.550373,vllm_c20_run1,20,0,42172,46068,79.04,45,4.0,5090,31779,0.03,0.03,0.0,0.15
2025-12-08T18:42:10.553575,vllm_c20_run1,20,0,42172,46068,78.94,45,3.1,5090,31779,0.01,0.01,0.0,0.0
2025-12-08T18:42:11.555827,vllm_c20_run1,20,0,42172,46068,79.07,45,2.9,5090,31779,0.03,0.03,0.0,0.16
2025-12-08T18:42:12.558300,vllm_c20_run1,20,0,42172,46068,78.89,45,2.9,5094,31779,0.02,0.02,0.0,0.05
2025-12-08T18:42:13.561553,vllm_c20_run1,20,0,42172,46068,78.65,44,2.8,5094,31779,0.02,0.02,0.0,0.05
2025-12-08T18:42:14.564892,vllm_c20_run1,20,0,42172,46068,78.87,44,6.8,5084,31779,0.02,0.02,0.0,0.0
2025-12-08T18:42:15.568221,vllm_c20_run1,20,0,42172,46068,78.84,44,3.4,5084,31779,0.03,0.03,0.0,0.16
2025-12-08T18:42:16.570745,vllm_c20_run1,20,0,42172,46068,78.75,44,3.1,5085,31779,0.02,0.02,0.0,0.03
2025-12-08T18:42:17.573870,vllm_c20_run1,20,0,42172,46068,78.64,44,3.1,5085,31779,0.03,0.03,0.0,0.19
2025-12-08T18:42:18.577176,vllm_c20_run1,20,0,42172,46068,78.64,44,3.6,5085,31779,0.01,0.01,0.0,0.0
2025-12-08T18:42:19.580454,vllm_c20_run1,20,0,42172,46068,78.75,44,3.8,5085,31779,0.03,0.03,0.0,0.12
2025-12-08T18:42:20.583792,vllm_c20_run1,20,0,42172,46068,78.75,44,2.6,5085,31779,0.01,0.01,0.0,0.0
2025-12-08T18:42:21.586566,vllm_c20_run1,20,0,42172,46068,78.61,44,3.1,5085,31779,0.03,0.03,0.0,0.16
2025-12-08T18:42:22.589851,vllm_c20_run1,20,0,42172,46068,78.51,44,3.2,5085,31779,0.02,0.02,0.0,0.0
2025-12-08T18:42:23.593081,vllm_c20_run1,20,0,42172,46068,78.51,44,2.4,5085,31779,0.02,0.02,0.0,0.12
2025-12-08T18:42:24.596463,vllm_c20_run1,20,0,42172,46068,78.55,44,6.5,5094,31779,0.01,0.01,0.0,0.0
2025-12-08T18:42:25.599900,vllm_c20_run1,20,0,42172,46068,78.56,44,2.8,5093,31779,0.02,0.02,0.0,0.09
2025-12-08T18:42:26.603171,vllm_c20_run1,20,0,42172,46068,78.56,44,2.6,5094,31779,0.02,0.02,0.0,0.03
2025-12-08T18:42:27.606542,vllm_c20_run1,20,0,42172,46068,78.46,43,2.6,5094,31779,0.03,0.03,0.0,0.13
2025-12-08T18:42:28.609564,vllm_c20_run1,20,85,42172,46068,143.55,48,18.4,5113,31779,1.26,0.67,0.0,0.0
2025-12-08T18:42:29.612570,vllm_c20_run1,20,85,42172,46068,203.34,50,27.7,5114,31779,2.66,1.27,0.0,0.11
2025-12-08T18:42:30.615130,vllm_c20_run1,20,87,42172,46068,206.62,51,28.0,5113,31779,2.7,1.27,0.0,0.0
2025-12-08T18:42:31.617224,vllm_c20_run1,20,87,42172,46068,207.42,52,28.3,5113,31779,2.65,1.23,0.0,0.18
