timestamp,run_id,concurrency,gpu_util_percent,gpu_memory_used_mb,gpu_memory_total_mb,gpu_power_watts,gpu_temperature,cpu_util_percent,memory_used_mb,memory_total_mb,network_rx_mb_s,network_tx_mb_s,disk_read_mb_s,disk_write_mb_s
2025-12-08T18:55:18.307551,llama_tgi_c8_run1,8,0,34544,46068,79.09,45,12.9,5734,31779,0.12,0.13,0.21,0.0
2025-12-08T18:55:19.310897,llama_tgi_c8_run1,8,0,34544,46068,79.09,45,2.8,5734,31779,0.03,0.03,0.0,0.08
2025-12-08T18:55:20.314176,llama_tgi_c8_run1,8,0,34544,46068,79.04,45,2.5,5734,31779,0.01,0.01,0.0,0.0
2025-12-08T18:55:21.316462,llama_tgi_c8_run1,8,0,34544,46068,78.89,45,2.4,5735,31779,0.02,0.02,0.0,0.06
2025-12-08T18:55:22.319623,llama_tgi_c8_run1,8,0,34544,46068,78.88,45,3.3,5735,31779,0.02,0.02,0.0,0.11
2025-12-08T18:55:23.322065,llama_tgi_c8_run1,8,0,34544,46068,78.93,45,2.4,5735,31779,0.03,0.03,0.0,0.08
2025-12-08T18:55:24.325327,llama_tgi_c8_run1,8,0,34544,46068,78.89,45,6.3,5745,31779,0.02,0.02,0.0,0.05
2025-12-08T18:55:25.328640,llama_tgi_c8_run1,8,0,34544,46068,78.75,45,2.5,5744,31779,0.02,0.02,0.0,0.06
2025-12-08T18:55:26.331106,llama_tgi_c8_run1,8,0,34544,46068,78.64,45,2.1,5744,31779,0.02,0.02,0.0,0.05
2025-12-08T18:55:27.333875,llama_tgi_c8_run1,8,0,34544,46068,78.69,44,2.4,5744,31779,0.02,0.02,0.0,0.11
2025-12-08T18:55:28.337143,llama_tgi_c8_run1,8,0,34544,46068,78.93,44,2.8,5743,31779,0.02,0.02,0.0,0.03
2025-12-08T18:55:29.340535,llama_tgi_c8_run1,8,0,34544,46068,78.93,44,3.5,5743,31779,0.1,0.11,0.0,0.18
2025-12-08T18:55:30.343944,llama_tgi_c8_run1,8,0,34544,46068,78.61,44,2.0,5743,31779,0.01,0.01,0.0,0.01
2025-12-08T18:55:31.346860,llama_tgi_c8_run1,8,0,34544,46068,78.7,44,2.4,5746,31779,0.05,0.05,0.0,0.08
2025-12-08T18:55:32.350000,llama_tgi_c8_run1,8,0,34544,46068,78.73,44,3.4,5746,31779,0.06,0.06,0.0,0.13
2025-12-08T18:55:33.353325,llama_tgi_c8_run1,8,0,34544,46068,78.72,44,2.5,5746,31779,0.03,0.03,0.0,0.05
2025-12-08T18:55:34.356641,llama_tgi_c8_run1,8,0,34544,46068,78.69,44,6.0,5741,31779,0.02,0.02,0.0,0.0
2025-12-08T18:55:35.359661,llama_tgi_c8_run1,8,0,34544,46068,78.56,44,2.4,5740,31779,0.02,0.02,0.0,0.09
