timestamp,run_id,concurrency,gpu_util_percent,gpu_memory_used_mb,gpu_memory_total_mb,gpu_power_watts,gpu_temperature,cpu_util_percent,memory_used_mb,memory_total_mb,network_rx_mb_s,network_tx_mb_s,disk_read_mb_s,disk_write_mb_s
2025-12-08T19:23:13.198865,mistral_vllm_c1_run1,1,0,42214,46068,75.17,38,14.3,4933,31779,0.0,0.02,0.0,0.68
2025-12-08T19:23:14.202442,mistral_vllm_c1_run1,1,0,42214,46068,75.31,38,10.7,4947,31779,0.14,0.15,0.0,1.01
2025-12-08T19:23:15.206293,mistral_vllm_c1_run1,1,0,42214,46068,75.45,38,4.1,4946,31779,0.02,0.02,0.0,0.16
2025-12-08T19:23:16.210063,mistral_vllm_c1_run1,1,0,42214,46068,75.37,38,3.3,4945,31779,0.02,0.02,0.0,0.0
2025-12-08T19:23:17.213825,mistral_vllm_c1_run1,1,0,42214,46068,75.37,38,3.5,4945,31779,0.02,0.02,0.0,0.11
2025-12-08T19:23:18.217456,mistral_vllm_c1_run1,1,0,42214,46068,75.31,38,3.6,4945,31779,0.02,0.02,0.0,0.05
2025-12-08T19:23:19.221203,mistral_vllm_c1_run1,1,0,42214,46068,75.26,38,3.0,4945,31779,0.03,0.03,0.0,0.48
2025-12-08T19:23:20.224172,mistral_vllm_c1_run1,1,0,42214,46068,75.21,38,3.4,4948,31779,0.01,0.01,0.0,0.09
2025-12-08T19:23:21.227304,mistral_vllm_c1_run1,1,0,42214,46068,75.15,38,4.5,4948,31779,0.02,0.02,0.0,0.05
2025-12-08T19:23:22.230954,mistral_vllm_c1_run1,1,0,42214,46068,75.25,38,3.1,4947,31779,0.02,0.02,0.0,0.05
2025-12-08T19:23:23.234424,mistral_vllm_c1_run1,1,0,42214,46068,75.37,38,2.9,4947,31779,0.03,0.03,0.0,0.07
2025-12-08T19:23:24.238396,mistral_vllm_c1_run1,1,0,42214,46068,75.31,38,6.8,4943,31779,0.02,0.02,0.0,0.04
2025-12-08T19:23:25.241999,mistral_vllm_c1_run1,1,0,42214,46068,75.26,38,3.0,4942,31779,0.02,0.02,0.0,0.67
2025-12-08T19:23:26.245797,mistral_vllm_c1_run1,1,0,42214,46068,75.21,38,3.0,4942,31779,0.02,0.02,0.0,0.04
2025-12-08T19:23:27.249467,mistral_vllm_c1_run1,1,0,42214,46068,75.12,38,2.8,4943,31779,0.02,0.02,0.0,0.08
2025-12-08T19:23:28.253207,mistral_vllm_c1_run1,1,0,42214,46068,75.17,38,4.5,4944,31779,0.02,0.02,0.0,0.06
2025-12-08T19:23:29.256913,mistral_vllm_c1_run1,1,0,42214,46068,75.26,38,3.5,4944,31779,0.03,0.03,0.0,0.28
2025-12-08T19:23:30.260741,mistral_vllm_c1_run1,1,0,42214,46068,75.36,38,4.4,4950,31779,0.01,0.01,0.0,0.0
2025-12-08T19:23:31.264581,mistral_vllm_c1_run1,1,0,42214,46068,75.36,38,2.9,4949,31779,0.02,0.02,0.0,0.05
2025-12-08T19:23:32.268330,mistral_vllm_c1_run1,1,0,42214,46068,75.26,38,3.0,4950,31779,0.05,0.05,0.0,0.08
2025-12-08T19:23:33.271964,mistral_vllm_c1_run1,1,0,42214,46068,75.17,38,2.9,4949,31779,0.06,0.06,0.0,0.05
