timestamp,run_id,concurrency,gpu_util_percent,gpu_memory_used_mb,gpu_memory_total_mb,gpu_power_watts,gpu_temperature,cpu_util_percent,memory_used_mb,memory_total_mb,network_rx_mb_s,network_tx_mb_s,disk_read_mb_s,disk_write_mb_s
2025-12-08T19:53:38.219717,mistral_tgi_c1_run1,1,0,39564,46068,74.1,37,10.5,5624,31779,0.0,0.02,0.7,0.0
2025-12-08T19:53:39.223119,mistral_tgi_c1_run1,1,0,39564,46068,74.1,37,2.9,5624,31779,0.02,0.02,0.0,0.03
2025-12-08T19:53:40.226522,mistral_tgi_c1_run1,1,0,39564,46068,73.91,37,3.8,5624,31779,0.02,0.02,0.0,0.09
2025-12-08T19:53:41.229905,mistral_tgi_c1_run1,1,0,39564,46068,73.91,37,2.2,5624,31779,0.01,0.01,0.0,0.0
2025-12-08T19:53:42.233284,mistral_tgi_c1_run1,1,0,39564,46068,74.15,37,2.9,5624,31779,0.03,0.03,0.0,0.13
2025-12-08T19:53:43.236840,mistral_tgi_c1_run1,1,0,39564,46068,74.15,37,2.8,5624,31779,0.02,0.02,0.0,0.0
2025-12-08T19:53:44.240170,mistral_tgi_c1_run1,1,0,39564,46068,73.95,37,6.2,5640,31779,0.03,0.03,0.0,0.05
2025-12-08T19:53:45.243475,mistral_tgi_c1_run1,1,0,39564,46068,74.04,37,3.0,5639,31779,0.01,0.01,0.0,0.05
2025-12-08T19:53:46.246724,mistral_tgi_c1_run1,1,0,39564,46068,74.01,37,2.9,5638,31779,0.02,0.02,0.0,0.13
2025-12-08T19:53:47.250022,mistral_tgi_c1_run1,1,0,39564,46068,74.15,37,2.5,5638,31779,0.01,0.01,0.0,0.02
2025-12-08T19:53:48.253274,mistral_tgi_c1_run1,1,0,39564,46068,74.19,37,3.5,5638,31779,0.03,0.03,0.0,0.11
2025-12-08T19:53:49.256544,mistral_tgi_c1_run1,1,0,39564,46068,74.1,37,2.8,5638,31779,0.03,0.03,0.0,0.0
2025-12-08T19:53:50.260018,mistral_tgi_c1_run1,1,0,39564,46068,74.0,37,3.4,5637,31779,0.02,0.02,0.0,0.07
2025-12-08T19:53:51.262994,mistral_tgi_c1_run1,1,0,39564,46068,74.0,37,2.4,5637,31779,0.01,0.01,0.0,0.26
2025-12-08T19:53:52.267159,mistral_tgi_c1_run1,1,0,39564,46068,74.15,37,7.4,5644,31779,0.15,0.16,0.0,0.9
